"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 27 21:56:58 IST 2022","Tue Dec 27 21:56:58 IST 2022","359","Default suite","Default test","tests.LoginPageTest","tests.LoginPageTest","loginPageNavigationTest","loginPageNavigationTest",""
